Strain,B1_req,B2_req,B3_req,B5_req,B6_req,B9_req,B12_req,Kx_req,B1_syn,B2_syn,B3_syn,B5_syn,B6_syn,B9_syn,B12_syn,Kx_syn,Cluster
Prevotella_corporis_DSM_18810,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,B5++
Prevotella_denticola_DSM20614,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_denticola_F0289,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,B5++
Prevotella_disiens_FB035_09AN,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_disiens_JCM_6334,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,B5++
Prevotella_enoeca_JCM_12259,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,B1+B3+B5+
Prevotella_intermedia_17,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_intermedia_ATCC_25611,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,B5++
Prevotella_loescheii_DSM_19665,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,B5++
Prevotella_melaninogenica_ATCC_25845,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_nanceiensis_DSM_19126,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,B1+B3+B5+
Prevotella_nigrescens_ATCC_33563,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Prevotella_oralis_ATCC_33269,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_pallens_ATCC_700821,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_ruminicola_23,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Prevotella_salivae_DSM_15606,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,B3+
Prevotella_shahii_JCM_12083,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_stercorea_DSM_18206,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,B5++
Prevotella_timonensis_4401737,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_timonensis_CRIS_5C_B1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Prevotella_veroralis_DSM_19559,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,B1+B3+B5+
Propionibacterium_acidipropionici_ATCC_4875,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Propionibacterium_acnes_KPA171202,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,B3+
Propionibacterium_avidum_44067,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,B5++
Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,None
Propionibacterium_granulosum_DSM_20700,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Propionibacterium_jensenii_DSM_20535,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Propionibacterium_propionicum_F0230a,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,None
Proteus_mirabilis_ATCC_29906,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,None
Proteus_penneri_ATCC_35198,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,None
Providencia_alcalifaciens_DSM_30120,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,B3+
Providencia_rettgeri_DSM_1131,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,B3+
Providencia_rustigianii_DSM_4541,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,B3+
Providencia_stuartii_ATCC_25827,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,B3+
Pseudobutyrivibrio_ruminis_AD2017,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,None
Pseudoflavonifractor_capillosus_strain_ATCC_29799,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,B6+
Pseudomonas_aeruginosa_NCGM2_S1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Pseudomonas_alcaliphila_34,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Pseudomonas_fluorescens_PfO_1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Pseudomonas_monteilii_NBRC_103158,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Pseudomonas_monteilii_QM,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Pseudomonas_nitroreducens_HBP1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Pseudomonas_oleovorans_MOIL14HWK12,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,B6++
Pseudomonas_putida_F1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Pseudomonas_stutzeri_DSM_4166,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Pseudoramibacter_alactolyticus_ATCC_23263,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,None
Pyramidobacter_piscolens_W5455,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Ralstonia_sp_5_7_47FAA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,()
Raoultella_planticola_ATCC_33531,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Rhodococcus_equi_ATCC_33707,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Rhodococcus_equi_NBRC_101255,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Rhodococcus_erythropolis_PR4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Rhodococcus_rhodochrous_ATCC_21198,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Roseburia_hominis_A2_183,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,None
Roseburia_intestinalis_L1_82,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,()
Roseburia_inulinivorans_DSM_16841,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,B6+
Roseomonas_mucosa_ATCC_BAA_692,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,B6++
Rothia_aeria_F0474,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,None
Rothia_dentocariosa_ATCC_17931,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,B1+B3+B5+
Rothia_mucilaginosa_DY_18,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Rudanella_lutea_DSM_19387,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Ruminococcaceae_bacterium_D16,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,B6+
Ruminococcus_albus_7,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,None
Ruminococcus_bicirculans_80_3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Ruminococcus_bromii_L2_63,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,B6+
Ruminococcus_callidus_ATCC_2776001,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Ruminococcus_champanellensis_18P13,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,B6+
Ruminococcus_flavefaciens_ATCC_19208,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,B6++
Ruminococcus_flavefaciens_FD_1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Ruminococcus_gauvreauii_DSM_19829,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,None
Ruminococcus_gnavus_ATCC_29149,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,None
Ruminococcus_lactaris_ATCC_29176,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,B2+
Ruminococcus_obeum_A2_162,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,B6+
Ruminococcus_sp_5_1_39BFAA,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,B6
Ruminococcus_sp_SR1_5,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,B6
Ruminococcus_torques_ATCC_27756,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,B6
Ruminococcus_torques_L2_14,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,B2+
Salmonella_enterica_enterica_sv_Typhimurium_LT2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Scardovia_inopinata_F0304,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Schlesneria_paludicola_DSM_18645,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Selenomonas_ruminantium_AC2024,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,None
Serratia_fonticola_RB_25,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Serratia_liquefaciens_ATCC_27592,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Serratia_marcescens_subsp_marcescens_Db11,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Shigella_dysenteriae_Sd197,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Shigella_flexneri_2002017,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Shigella_sonnei_Ss046,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Silanimonas_lenta_DSM_16282,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,B6++
Slackia_exigua_ATCC_700122,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,None
Slackia_piriformis_YIT_12062,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Solobacterium_moorei_DSM_22971,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Solobacterium_moorei_F0204,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Sphingomonas_paucimobilis_HER1398,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,None
Spirosoma_linguale_DSM_74,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Staphylococcus_arlettae_CVD059,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,B2+
Staphylococcus_aureus_subsp_aureus_USA300_FPR3757,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_capitis_CR0101,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_capitis_QN1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_caprae_C87,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_cohnii_hu_01,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,B2+
Staphylococcus_epidermidis_ATCC_12228,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_equorum_subsp_equorum_Mu2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_haemolyticus_JCSC1435,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_hominis_subsp_hominis_C80,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_intermedius_ATCC_27335,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Staphylococcus_lugdunensis_HKU09_01,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_pasteuri_SP1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_pettenkoferi_VCU012,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_sciuri_subsp_sciuri_Z8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,B2+
Staphylococcus_simulans_ACS_120_V_Sch1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,B2+
Staphylococcus_vitulinus_F1028,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_warneri_SG1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_xylosus_DMB3_Bh1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,None
Staphylococcus_xylosus_NJ,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,None
Stenotrophomonas_maltophilia_D457,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,None
Stenotrophomonas_rhizophila_PCA13,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,B6++
Stoquefichus_massiliensis_AP9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_agalactiae_A909,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,B1+B3+B5+
Streptococcus_anginosus_1_2_62CV,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,B6+
Streptococcus_australis_ATCC_700641,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_constellatus_subsp_constellatus_SK53,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_constellatus_subsp_pharyngis_SK1060,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_cristatus_ATCC_51100,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_equinus_ATCC_9812,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,B3+
Streptococcus_equi_subsp_equi_4047,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Streptococcus_gordonii_str_Challis_substr_CH1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,B6++
Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,()
Streptococcus_infantis_ATCC_700779,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_intermedius_JTH08,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_lutetiensis_033,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,B5++
Streptococcus_mitis_NCTC_12261,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,None
Streptococcus_mutans_ATCC_25175,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Streptococcus_oralis_Uo5,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,None
Streptococcus_parasanguinis_ATCC_903,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_parauberis_KCTC_11537,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,B6++
Streptococcus_peroris_ATCC_700780,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_pleomorphus_DSM_20574,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_pneumoniae_G54,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_pseudopneumoniae_IS7493,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_pyogenes_MGAS9429,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_salivarius_JIM8777,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Streptococcus_sanguinis_SK36,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_sp_2_1_36FAA,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,B6+
Streptococcus_sp_I_G2,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_sp_I_P16,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Streptococcus_thermophilus_LMG_18311,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,None
Streptococcus_thoraltensis_DSM_12221,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Streptococcus_uberis_0140J,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Streptococcus_vestibularis_F0396,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Subdoligranulum_variabile_DSM_15176,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,B6+
Succinatimonas_hippei_YIT_12066,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,B3+
Succinivibrio_dextrinosolvens_H5,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Sulfolobus_solfataricus_P2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,B5++
Sutterella_parvirubra_YIT_11816,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Sutterella_wadsworthensis_3_1_45B,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,B6+
Tannerella_forsythia_ATCC_43037,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,B5++
Tatumella_ptyseos_ATCC_33301,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Trabulsiella_guamensis_ATCC_49490,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Tropheryma_whipplei_str_Twist,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Trueperella_pyogenes_MS249,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,None
Ureaplasma_parvum_serovar_1_str_ATCC_27813,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,None
Ureaplasma_urealyticum_serovar_8_str_ATCC_27618,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,None
Ureibacillus_thermosphaericus_str_Thermo_BF,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,B2+
Varibaculum_cambriense_DSM_15806,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Veillonella_atypica_ACS_049_V_Sch6,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,B6++
Veillonella_dispar_ATCC_17748,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,B6++
Veillonella_parvula_Te3_DSM_2008,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,B6
Veillonella_ratti_ACS_216_V_Col6b,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,B6++
Veillonella_sp_3_1_44,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,B6+
Veillonella_sp_6_1_27,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,B6+
Vibrio_fluvialis_560,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Vibrio_fluvialis_I21563,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,None
Vibrio_fluvialis_PG41,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Vibrio_furnissii_NCTC_11218,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,B5++
Vibrio_mimicus_MB_451,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Vibrio_parahaemolyticus_RIMD_2210633,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Weissella_cibaria_KACC_11862,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,B6++
Weissella_confusa_LBAE_C39_2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Weissella_paramesenteroides_ATCC_33313,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,B6+
Yersinia_bercovieri_ATCC_43970,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Yersinia_enterocolitica_subsp_enterocolitica_8081,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Yersinia_frederiksenii_ATCC_33641,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Yersinia_kristensenii_ATCC_33638,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Yersinia_pseudotuberculosis_YPIII,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Yersinia_rohdei_ATCC_43380,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Yokenella_regensburgei_ATCC_43003,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
